filename,width,height,class,xmin,ymin,xmax,ymax
25dc883f0c927596_jpg.rf.ff0f0078b4867bf7b2079cb9d649cb39.jpg,416,416,Picture-frame,63,13,354,403
6bfdde78efa771e3_jpg.rf.ff81cf86448ab58d61e52d283448c9e7.jpg,416,416,Picture-frame,255,10,403,101
084f2e3b02527786_jpg.rf.ff2d5a5e59d49b3ba02a8b02b150dcb5.jpg,416,416,Picture-frame,121,0,339,415
dd302324a4fe69d7_jpg.rf.ff179d896fefb0c1b137cd8a37cd6bc3.jpg,416,416,Picture-frame,19,56,377,369
c333800c0dfce7ab_jpg.rf.ff8f6a302acf8d2449fb1c713432c725.jpg,416,416,Picture-frame,40,53,391,353
00620ae31d5cf6ee_jpg.rf.ff9a1867f0715c7a46468f3a245ce504.jpg,416,416,Picture-frame,290,23,370,95
ed5aa784952a3519_jpg.rf.ffb70de9a0644133fd9fc1392cf57f7d.jpg,416,416,Picture-frame,45,21,366,406
77b649c724c63084_jpg.rf.ffdd434138b57165fbde84a4ca2b7225.jpg,416,416,Picture-frame,84,13,364,351
54874ce93582d92c_jpg.rf.86920cd0999668d1cba008a26aa21cb0.jpg,416,416,Picture-frame,166,99,264,196
b849dba50965f65a_jpg.rf.874cec0a62ac41cf37ab197bbf42979f.jpg,416,416,Picture-frame,195,167,410,373
026c96988523244f_jpg.rf.86efcfe2268125340e9829876a933c91.jpg,416,416,Picture-frame,25,31,391,314
b5111bf716416fc5_jpg.rf.86ae9913418c6dd4ae65aa6e81109688.jpg,416,416,Picture-frame,197,0,279,94
d9ab6a1841ca0d72_jpg.rf.8792289e83a4479c9dc41fa9a4818d35.jpg,416,416,Picture-frame,41,13,287,381
334c021cc808358d_jpg.rf.8831ceadea8fe04d542da6083482705d.jpg,416,416,Picture-frame,22,35,130,122
60f8e2dcf9cf955b_jpg.rf.86af547463f95a5d2b3955488c8f111c.jpg,416,416,Picture-frame,290,205,338,242
31c2660e76b598e4_jpg.rf.87e6e995f552ef0a8691a32c9470a0d8.jpg,416,416,Picture-frame,8,46,305,340
15a48de49d4d892e_jpg.rf.8782faa77957e0b0f3d20a8ee1febfb0.jpg,416,416,Picture-frame,180,153,265,299
0122dd45796966a5_jpg.rf.8859fc7c51160ce64520444f50d9dfcf.jpg,416,416,Picture-frame,19,39,391,384
ec7aea778138eda8_jpg.rf.8705b350ab20d7575d29a072ea451639.jpg,416,416,Picture-frame,170,35,307,187
1f7f2720db40fab7_jpg.rf.886ce653a083dc706c877b5bf5cd4d12.jpg,416,416,Picture-frame,13,12,402,335
ff11d6406f0c81bd_jpg.rf.889616077328621f2076ab073bfc396d.jpg,416,416,Picture-frame,84,19,281,264
0cc57caa0cc155c2_jpg.rf.88780d87a2fa3b35526c1339842845bb.jpg,416,416,Picture-frame,36,20,385,372
79f53959270d989f_jpg.rf.88f8a2e27307ba7543c2b39bad7c1cda.jpg,416,416,Picture-frame,150,80,271,344
ea61539a5f5fc898_jpg.rf.87c07f74e90f0e10b1d3ea64758cf622.jpg,416,416,Picture-frame,295,0,366,58
025b7fe8733bfc51_jpg.rf.885a9cbd4333084b1a6f9cba95e037eb.jpg,416,416,Picture-frame,31,42,383,374
116f1acf127e0c8e_jpg.rf.8746d3b4f4afc05b06081503085c4d98.jpg,416,416,Picture-frame,25,158,195,405
f5513fef7045d2f8_jpg.rf.8934e5e87ec4f04c77ce5e87e2b91202.jpg,416,416,Picture-frame,72,59,351,341
4cdc533c98fd1c11_jpg.rf.8985f8d9994590079c318471ee6a316e.jpg,416,416,Picture-frame,29,77,385,355
447a8cfc2e1aa2b9_jpg.rf.893613b646b06834cf3ed517dabe42cc.jpg,416,416,Picture-frame,67,79,346,348
fd1088e194f01b60_jpg.rf.888cf9e2aad324ac492b48942bf36ba2.jpg,416,416,Picture-frame,186,20,335,170
5cc4ed04e7c5d384_jpg.rf.8962fc53411001eae17e0190b72dc337.jpg,416,416,Picture-frame,8,88,405,339
c5f4a98789bfbb1c_jpg.rf.89f4e10c8b04e63c22051199cbf353dc.jpg,416,416,Picture-frame,13,26,205,290
8760e763291acd4b_jpg.rf.89acab2bd0145bf0709e44da52bf91c1.jpg,416,416,Picture-frame,32,12,399,395
ad353306803cca46_jpg.rf.89c537ee09fb7a2a3a84b2b8ef94cbac.jpg,416,416,Picture-frame,127,69,219,212
c389fd954398b8c7_jpg.rf.85ea48076df02214d643056519834492.jpg,416,416,Picture-frame,46,45,357,254
04c3edd408e9131e_jpg.rf.890efba6ac78599040309d79f6294033.jpg,416,416,Picture-frame,27,22,391,387
6fc0c4d93bf0bfcc_jpg.rf.8c01e132a616c65f040aedaccfc8b948.jpg,416,416,Picture-frame,80,14,380,401
dce9476c499a74d6_jpg.rf.8b00530b85aa2411429b8eb1f755503b.jpg,416,416,Picture-frame,16,9,386,367
b70946dba4c43889_jpg.rf.8bccf170b6f2e6ad59411b56c38f9bf5.jpg,416,416,Picture-frame,87,17,336,372
072ba703f72f0372_jpg.rf.89fda1d2b44152adc9c366fa535b8beb.jpg,416,416,Picture-frame,75,2,346,412
878c4323f426f19f_jpg.rf.8a0ed4de531e6889ac0ad16fbbd6194d.jpg,416,416,Picture-frame,167,250,269,355
b765d8a6c40b0de5_jpg.rf.8bf456f88deef6ebb66a18a38331cd5b.jpg,416,416,Picture-frame,53,7,342,391
3a7d9130b89ceec6_jpg.rf.8a9090d6c4e4feedb226932b23eb1a94.jpg,416,416,Picture-frame,67,16,170,163
4b8d2ca3bb350b9d_jpg.rf.8b82a98af1fef97cc37e78be30037a0c.jpg,416,416,Picture-frame,255,1,342,78
7cbbb393d94f25a7_jpg.rf.8c365cb8baae6567d1cbe8017872f809.jpg,416,416,Picture-frame,86,56,307,322
3c3dcca8962b4515_jpg.rf.8ca59aa0359a502aaee634d930caba9b.jpg,416,416,Picture-frame,8,64,405,400
00397ed5a514c496_jpg.rf.8c69d3d713a1af72ed71e8ec0e77792e.jpg,416,416,Picture-frame,32,34,404,385
6f35b1bcef920751_jpg.rf.8c8427c080f60f5ae53cda1635a6fef7.jpg,416,416,Picture-frame,178,122,273,200
901ec1d248239cb3_jpg.rf.8e2b6a24e4923cd44013bf4d412a9aba.jpg,416,416,Picture-frame,28,30,412,343
7341eb3a960a918d_jpg.rf.8d5b28ecdc92d044298ab01f83295bc4.jpg,416,416,Picture-frame,52,30,340,384
e82dac497f04d43e_jpg.rf.8dba951f2abb6add8d7a947e2a438dcd.jpg,416,416,Picture-frame,57,35,357,406
9b48d1695ac5e044_jpg.rf.8cc3e9a67a2a7512f8c3ab46649b1347.jpg,416,416,Picture-frame,22,41,382,370
a3f44d85d214433e_jpg.rf.8e24581dfae6ce1b5b500826d31915d0.jpg,416,416,Picture-frame,59,44,360,359
acdad47bab573423_jpg.rf.8d6b82d9e3c8a0057b8ea9911282eec6.jpg,416,416,Picture-frame,99,16,358,389
490edb8acdaec995_jpg.rf.8e63b2a2939b834135cd017b8aa0b340.jpg,416,416,Picture-frame,45,59,306,339
31ae0f6457e2cd97_jpg.rf.8cd186c8ff9c515c6159072fb8b4713d.jpg,416,416,Picture-frame,61,5,364,411
8edc3ff99ac278e2_jpg.rf.8da9c0091fc091d995f564a568cba8f0.jpg,416,416,Picture-frame,83,74,330,304
d01434c4fa6154ca_jpg.rf.8e276436a3457d091fb8b46bc25f4245.jpg,416,416,Picture-frame,184,80,244,195
cacbaa3b01080775_jpg.rf.8f2a6349f5553f838e836bfed29fa3dd.jpg,416,416,Picture-frame,35,16,399,380
09422a663273675a_jpg.rf.8ca69e54cf1c3b86eb0f24a25d8d3bda.jpg,416,416,Picture-frame,72,41,340,394
a2b88ee492f07ad2_jpg.rf.8e398e83bbfd490ce6a4faf862983137.jpg,416,416,Picture-frame,39,47,393,396
b8ee7addd5164ed3_jpg.rf.8e90be054cc51e2ab7c9fc4af3ccf73b.jpg,416,416,Picture-frame,20,2,362,406
71f8eb28885ed196_jpg.rf.8dc448d326db67084048c59d3990712f.jpg,416,416,Picture-frame,273,44,415,140
085d62455df3b124_jpg.rf.8efe103420f10bac692dcdc60e785943.jpg,416,416,Picture-frame,35,25,256,380
f7f7920ba6311a4e_jpg.rf.90ba7c67c6da71f50234caebf6c8fe9a.jpg,416,416,Picture-frame,47,31,347,374
285e6aaba0127b99_jpg.rf.8e4cf1c9e934df05492c8a7f6dba5c36.jpg,416,416,Picture-frame,30,99,378,332
87e7f546b41771cb_jpg.rf.8e418f245ae6387f765156077e4eba0f.jpg,416,416,Picture-frame,240,245,310,356
8049aa4d6b326940_jpg.rf.8dc67c14d4331d83780275794e53c960.jpg,416,416,Picture-frame,33,15,346,415
88fc7c20539d676b_jpg.rf.8ecacd4059fc1d89b8f110b3a2db36ea.jpg,416,416,Picture-frame,45,0,382,375
ab44d6e9a85beb86_jpg.rf.8f525af4cc85a15d29f25fb2f2b957fb.jpg,416,416,Picture-frame,134,50,283,249
26b2d8c64375e867_jpg.rf.90b8ec82b664c5b845163519dcb80dff.jpg,416,416,Picture-frame,94,17,317,397
d909226ec908b835_jpg.rf.909e2b2c1679e87dc0d719423e48906b.jpg,416,416,Picture-frame,61,65,358,350
359d0d4f51bdf9ba_jpg.rf.903227af129e131148b868f1e765e8dd.jpg,416,416,Picture-frame,276,0,415,177
5497e90693385f84_jpg.rf.90d93ad24c32174f2e25f3ca934ca2e6.jpg,416,416,Picture-frame,148,221,251,357
afea27646fac33f1_jpg.rf.90cf6fbf7ec24a2fd68dcaec23b376e0.jpg,416,416,Picture-frame,23,154,86,304
026b71ffbb0659ca_jpg.rf.91ebc8c5f3fc52d3dd5c40959647f312.jpg,416,416,Picture-frame,80,17,336,290
ab675581af816565_jpg.rf.90eb2124ec467e4505a037c40bcb3173.jpg,416,416,Picture-frame,50,78,352,313
18f126c5865e32f4_jpg.rf.9127da77bf53f33c4e169a968c338826.jpg,416,416,Picture-frame,61,34,364,369
6bbfee0b6418416a_jpg.rf.92920464fbeb72c4cef36c07d79c1b6f.jpg,416,416,Picture-frame,32,48,379,373
c7878acee52bbeae_jpg.rf.9009819a2d85fc80a48f86aa3ea3e85d.jpg,416,416,Picture-frame,64,53,347,401
a25556f934f31718_jpg.rf.92600235ddf26d2bd85c722d886a350f.jpg,416,416,Picture-frame,15,60,406,369
98f28dd468e8bae0_jpg.rf.920d02e5e5fb4ab7abcb38ee9a33b160.jpg,416,416,Picture-frame,48,22,326,208
fde5e0eac4898ec9_jpg.rf.8fdd2b4177ff91142fcc4ee25fdf4af1.jpg,416,416,Picture-frame,154,83,223,195
a92205120a1747fd_jpg.rf.9517130d6b10ff3d51033bd6bf925fe2.jpg,416,416,Picture-frame,73,14,318,251
af2ad045195477da_jpg.rf.9480a8b52d9da1ceac8bda18b0e67dfb.jpg,416,416,Picture-frame,0,0,291,415
a4a0ec62343f24f6_jpg.rf.90de6f11b3ff9a7cab82ccf1e0a43e5a.jpg,416,416,Picture-frame,137,146,312,358
c196d46ec172a268_jpg.rf.9218d6ec063b99709239596e49338278.jpg,416,416,Picture-frame,34,10,208,387
e9cbc9e4c153ea18_jpg.rf.92dd06e11aa5e594738fae81a5a82a58.jpg,416,416,Picture-frame,341,113,415,243
0e3ed103ce28ed9c_jpg.rf.90ccc485d5fd4654c9c4c90b9134140a.jpg,416,416,Picture-frame,147,50,382,391
8ea553284d8497cb_jpg.rf.9302ea45766a51948a53c10b442b1573.jpg,416,416,Picture-frame,155,6,344,131
58379891f5fabae0_jpg.rf.92181f4ea2bf37bb4eaed699685728a9.jpg,416,416,Picture-frame,14,24,395,362
6671487d90bb8a57_jpg.rf.9486e3cd56deed2e31b5d2362b726568.jpg,416,416,Picture-frame,263,120,365,288
82c56c99dd91c358_jpg.rf.937a8bbe5f9ba7312ab564af711c54bb.jpg,416,416,Picture-frame,40,20,415,391
5d9caecf35f80ef3_jpg.rf.9315f13d40a7d30bf8c29a0d0b1b6b98.jpg,416,416,Picture-frame,50,4,367,366
62c16b3ae7a18907_jpg.rf.953d1027abb91a87a71fd93a7115c0ec.jpg,416,416,Picture-frame,51,125,308,375
c1103ed86fc52995_jpg.rf.94bea5ad7710f9b670bc008e5530a7ee.jpg,416,416,Picture-frame,123,48,307,347
428a83949a71beb6_jpg.rf.94db571226056492dd6143f877da085f.jpg,416,416,Picture-frame,234,147,318,218
87258cb572040819_jpg.rf.9302a07b304e7d90d2659ef2318d8472.jpg,416,416,Picture-frame,171,38,373,400
5e10b663db4fb511_jpg.rf.9496a85fe83304e78a562ee3aa6e2989.jpg,416,416,Picture-frame,76,89,123,151
a339691f98dca930_jpg.rf.972db8b63bfc354d5213a1ca14ab4750.jpg,416,416,Picture-frame,49,110,327,369
7773e0d95394a3de_jpg.rf.95947d366f431a4ea12d1183cd3802cf.jpg,416,416,Picture-frame,44,16,374,391
9b165d67d9461d26_jpg.rf.95745b08f9c366abf31d319debb86594.jpg,416,416,Picture-frame,87,107,303,236
cd91ac3d5d446885_jpg.rf.970e8ec4c4c5dc6ef8b4905fd9fc94db.jpg,416,416,Picture-frame,103,65,229,248
18e2057ee7ca18d5_jpg.rf.95de21c0d6dc8a7fca05e919509bb9fc.jpg,416,416,Picture-frame,86,26,391,392
19652c22400b70b0_jpg.rf.971d68281f54baff0438dd2a2082871e.jpg,416,416,Picture-frame,0,42,403,384
5b91d1f600b33c28_jpg.rf.9750c55153a73c2824b1fc267c789443.jpg,416,416,Picture-frame,27,9,393,345
cb4525f11f87dbe7_jpg.rf.95f7dc07402ce6a315585acfe47ee2be.jpg,416,416,Picture-frame,42,61,378,355
0679dc94cb15afc8_jpg.rf.95e02434dcd659122308512fdabef05d.jpg,416,416,Picture-frame,56,24,341,387
c198a142dba897f4_jpg.rf.95ec3958e9965bd9b88bbb2540ab3a58.jpg,416,416,Picture-frame,19,17,376,336
c207e4e5010f25ba_jpg.rf.985afac77501d74df7aad73041957e5c.jpg,416,416,Picture-frame,99,299,320,415
52ec82ddfa715772_jpg.rf.97affc28b2c90f903b7ec124a8e1ef55.jpg,416,416,Picture-frame,102,60,324,345
938cab590c6e9258_jpg.rf.95c55e5979afa5384bf899b1a07bc977.jpg,416,416,Picture-frame,82,0,339,415
8cbd69ad1960387d_jpg.rf.988a590812e17429a033fe87cbb074cf.jpg,416,416,Picture-frame,68,0,344,415
3c3927928e711e53_jpg.rf.98d805356c0b2e3eec4f22f4a9ea5685.jpg,416,416,Picture-frame,167,147,397,415
0cbe8b92045a9e73_jpg.rf.976115480b8c99a7e89193a8b54d467d.jpg,416,416,Picture-frame,176,2,414,415
bca1e9d86e52fa0c_jpg.rf.97b78ec7cc965ed12ccbdc162254ebd1.jpg,416,416,Picture-frame,72,14,381,278
c2b49da181fe010b_jpg.rf.97c95226b2d55533b11aaf1f53c371a6.jpg,416,416,Picture-frame,42,40,386,282
e8c4b31c48edd99b_jpg.rf.98f39ba33c7628e4a8dbf85f059d35ac.jpg,416,416,Picture-frame,92,72,290,312
0fed5622df1c8d4c_jpg.rf.9767ca73032bd13cf881b5d86c5ef850.jpg,416,416,Picture-frame,50,31,340,371
e66f3d83ab0fcb68_jpg.rf.9824cb5a604291fcaf7b0d235dc18e3e.jpg,416,416,Picture-frame,79,23,316,201
e7b19819cf6b85e0_jpg.rf.9943db45482e3c6fe4e118e86efc5c56.jpg,416,416,Picture-frame,41,18,349,400
05c5e3c2b0e14842_jpg.rf.95b41de782fb1b62b5c14403cd9770b1.jpg,416,416,Picture-frame,51,36,405,365
42351bb15642d23c_jpg.rf.980f96c5d1c0ae73f3dc1e3022a7262d.jpg,416,416,Picture-frame,61,1,273,410
dcac991ecdc00e5a_jpg.rf.994929eaab307eb7f733b0636c1c2057.jpg,416,416,Picture-frame,77,93,415,415
a42c4f13720ee998_jpg.rf.9906c651b4021b38e59a4c80b0afa677.jpg,416,416,Picture-frame,107,14,304,376
62511c1a178faadd_jpg.rf.99a8a99269adc2e7f93c2f74921201da.jpg,416,416,Picture-frame,123,7,310,158
0df0f1fe13cf6264_jpg.rf.99d6b9ba403afa219b56eb8f0df04691.jpg,416,416,Picture-frame,194,2,380,344
3b9a6e32aa39b20b_jpg.rf.974cad27c62f285e6cbea3a70d78ec3c.jpg,416,416,Picture-frame,102,46,352,349
441a018f395f1cf0_jpg.rf.99a0a6f068f0682ee8ac220e6ab7a8ef.jpg,416,416,Picture-frame,82,13,331,143
ab9b1e4579fd710b_jpg.rf.99c0883ce888242f4467d6998ba46f4c.jpg,416,416,Picture-frame,69,8,161,175
b783854afd124088_jpg.rf.973a821c6e5983edd02147856d13f738.jpg,416,416,Picture-frame,235,37,415,141
2d896afbb1ca5c3b_jpg.rf.9b2f48cbe36ee36580a72607762e3b9d.jpg,416,416,Picture-frame,215,48,411,218
3f4dbd6d6a2108e8_jpg.rf.9b28c8cee6f054e55bd0ce6ca77535f3.jpg,416,416,Picture-frame,194,153,415,332
8596361a6c1527c7_jpg.rf.9abb0392ba0ad4666057615b75a7f0de.jpg,416,416,Picture-frame,63,72,266,340
03c387ac16b1cd82_jpg.rf.99fecb5501d1655b68d47f2c1e74e2b1.jpg,416,416,Picture-frame,6,72,401,336
2dbd3219413d2183_jpg.rf.9aa42697f1e5d7be84144dd78438846c.jpg,416,416,Picture-frame,42,74,378,360
cf55197f2019d7be_jpg.rf.9b6a67e854bec223ea11f1fae0e1805e.jpg,416,416,Picture-frame,52,10,348,403
ab989fb1e8c7568d_jpg.rf.996edc76b0c901a7fea2524b643b0d50.jpg,416,416,Picture-frame,39,39,368,348
206b8f78722376eb_jpg.rf.9b10e7059b59534e099b4d9075fdad3f.jpg,416,416,Picture-frame,57,0,340,415
c085b74b27439048_jpg.rf.9a6c81a404b55b9205c5032fe7f09cbe.jpg,416,416,Picture-frame,102,0,270,140
f1e4169171f23aaf_jpg.rf.9a6be80fee7207d9847be5acb105ab63.jpg,416,416,Picture-frame,61,37,277,226
14937142b84c1c4e_jpg.rf.9c3a823765784df4b6d655322efc8417.jpg,416,416,Picture-frame,177,119,399,291
dd3301e2ed78e0c0_jpg.rf.9bae2cc55b92e1875d3b67409875c2c8.jpg,416,416,Picture-frame,93,0,411,415
654a936782f1d742_jpg.rf.9bfee8089e22965fa27f8d7d34295221.jpg,416,416,Picture-frame,71,79,356,331
dfc440fbb872b500_jpg.rf.9abfafc093e0736d4e5cbc59effb3025.jpg,416,416,Picture-frame,9,24,343,406
388a927cef3ec500_jpg.rf.9b8164a2487725b7308ea848fd7b8d45.jpg,416,416,Picture-frame,114,79,338,362
bbb5d94c8fce6075_jpg.rf.9cab160b768fce2eda8a6dcb514f1824.jpg,416,416,Picture-frame,49,108,384,384
e93ad2f9340c3b61_jpg.rf.9bf5e15e336367b8033119ed07f23c5f.jpg,416,416,Picture-frame,168,171,304,273
a5739cdbe15b0e8c_jpg.rf.9d0328d3849580439163ac4b50bc9348.jpg,416,416,Picture-frame,37,31,378,389
0fa2060857e3c1e4_jpg.rf.9d1fa015025328810fc8820b514a828f.jpg,416,416,Picture-frame,1,41,289,330
b642b0ddd5552689_jpg.rf.9cf125d7276913809d2b243a48f48d38.jpg,416,416,Picture-frame,35,24,381,375
1ca6ee5a672689a1_jpg.rf.9bce3b6277b18348b4b6ee7ed27ecadd.jpg,416,416,Picture-frame,1,1,165,305
837fe8e0e4907e42_jpg.rf.9d7015260b1ccff7c4bf1c41f9c26722.jpg,416,416,Picture-frame,89,58,313,314
4d77a66a1693629c_jpg.rf.9d243d6699b5af1f72a9593246acdb4d.jpg,416,416,Picture-frame,100,79,311,327
960ac115e6e110a9_jpg.rf.9f8c027238f0d43648875903f3868f27.jpg,416,416,Picture-frame,68,18,202,358
28cb55a5b8ce9c79_jpg.rf.9e9b305b6491552c8e35bb62c6fbb736.jpg,416,416,Picture-frame,32,20,204,318
a6c0c865517a4ac1_jpg.rf.9d30b7772a30c70b624df88bc2576b68.jpg,416,416,Picture-frame,158,33,415,392
e0101f1a28047b28_jpg.rf.9e3380547c30bc04a0021368a0645dbc.jpg,416,416,Picture-frame,140,145,294,275
87fa4b46808a58ea_jpg.rf.9e471f596c610102b608b578c3ecd281.jpg,416,416,Picture-frame,7,40,391,364
aceb3dbb8abdceab_jpg.rf.9e23c63dc3f78bf4a1f36f03aa26e0ba.jpg,416,416,Picture-frame,21,15,400,367
34ede6ff2245bb85_jpg.rf.9f5ee9517b6fa2f78a6ad1e61a569a3e.jpg,416,416,Picture-frame,33,23,390,342
c1ea20ca59510e3a_jpg.rf.9c841531044fc2fe3190a7cef605f779.jpg,416,416,Picture-frame,99,32,224,184
574021aff1a38e1c_jpg.rf.9eca1dbafbf22cb9216f389b8711f4fd.jpg,416,416,Picture-frame,240,17,367,146
7c3da4cd59a2e8af_jpg.rf.9d61870bd90eca0c21ce17f9491563f9.jpg,416,416,Picture-frame,11,6,191,280
e9f832001faeb739_jpg.rf.9d54ec1d2db705275fb2234715fbb9b0.jpg,416,416,Picture-frame,149,0,268,126
868df632fec32c14_jpg.rf.9e8697d364944a389568993f6ef9d8c1.jpg,416,416,Picture-frame,61,56,201,165
1079214151502e51_jpg.rf.9fbe417602f0bac48915a756abd56086.jpg,416,416,Picture-frame,33,41,275,250
07c3aeecc263ff2c_jpg.rf.9f05bed35b459f964ea7a428a02eb291.jpg,416,416,Picture-frame,167,19,285,103
31d2f8f4adfa9dd5_jpg.rf.9f19e6f54953e9bf40d7463e509493a2.jpg,416,416,Picture-frame,48,12,361,390
52a4c6ed84d7937b_jpg.rf.9fbb98e2a0fc5faf241e101be8d97164.jpg,416,416,Picture-frame,87,1,289,385
bbec32c2b6760f1e_jpg.rf.9de7435bf5670131a0ba62720df239dd.jpg,416,416,Picture-frame,9,5,332,306
17aff2e17444be0d_jpg.rf.9fb0bc0458373df8cfb1286527f4f2bc.jpg,416,416,Picture-frame,34,37,361,325
54c5029b5d956674_jpg.rf.a002bb2914a4dba9867da5e30cc051f2.jpg,416,416,Picture-frame,24,13,391,409
242f83d115d33e4f_jpg.rf.a0675da6c750c9af363da15275d3baee.jpg,416,416,Picture-frame,19,51,378,353
876ad395537d401e_jpg.rf.a01c90c29132a952f2cdff915c10d4ce.jpg,416,416,Picture-frame,27,40,403,391
a628865821020c88_jpg.rf.a08b6e2ad1d3d62b6c6661af91acf519.jpg,416,416,Picture-frame,79,218,131,284
2acbed629c132a1c_jpg.rf.9fa1aa4eb1c391f64f1231af147debd9.jpg,416,416,Picture-frame,15,36,388,393
82559f5c3631b899_jpg.rf.a03e349512f972778c82685a49bdf858.jpg,416,416,Picture-frame,18,40,385,355
3822c2a13ca0909f_jpg.rf.a12228dc0599aea331d4468e54eff631.jpg,416,416,Picture-frame,63,13,369,360
e0dbf24a2357659d_jpg.rf.a052a904e2930fbcfdc1c0dacf2eebb0.jpg,416,416,Picture-frame,58,31,312,334
c9d1cde6907ec5cc_jpg.rf.a0335b338f5aa48ed97b27c26eeae9a3.jpg,416,416,Picture-frame,139,50,274,222
a1d8a5475f6a0b40_jpg.rf.9eb84006e508dcb35248d337d80b6aca.jpg,416,416,Picture-frame,78,30,351,364
55d8c7a78e0f1eae_jpg.rf.a0e471a96cffbf00554c161ce675e4de.jpg,416,416,Picture-frame,77,62,358,360
3cbeadcf9111039c_jpg.rf.a1e1a02d0770876b96f9dfe7ffd55aa4.jpg,416,416,Picture-frame,42,25,382,350
746a23e6597737d8_jpg.rf.a1b04c9839098896e9101709ed9e20cd.jpg,416,416,Picture-frame,81,64,318,362
a6e48b232f501f58_jpg.rf.a113d7cf70d39d5063603aa302e08704.jpg,416,416,Picture-frame,0,7,204,280
0240d356c5b887b5_jpg.rf.a320b188c21230ee47bd2c56baf4f67c.jpg,416,416,Picture-frame,138,49,307,321
a3a1b7fdfe20d5bb_jpg.rf.a20db95e5fad3076e1248736dd6e5e33.jpg,416,416,Picture-frame,124,43,294,265
2b7715e98a41b15c_jpg.rf.a30b38bc2f78ea6ae66582817668bf14.jpg,416,416,Picture-frame,157,53,277,192
dc85e8bd49e3f71a_jpg.rf.a4e7320988cd8f2e31f83bfbf67e75e4.jpg,416,416,Picture-frame,62,20,372,408
ab3f965dd2f23a09_jpg.rf.a324115ee64c8d196bb29c518a58c062.jpg,416,416,Picture-frame,123,32,296,341
0ad872ee3dade597_jpg.rf.a3290b87e7d98120bfca36d67e5486f7.jpg,416,416,Picture-frame,86,25,415,373
cbdbff39785c0582_jpg.rf.a315ea717d3c31ad2cf6dc405d9e1f8a.jpg,416,416,Picture-frame,123,107,194,224
8ca9ba43859a877d_jpg.rf.a47dbff4eef7d9c3cc92e9d57feb10b0.jpg,416,416,Picture-frame,71,9,377,375
3924017070b39304_jpg.rf.a42bbe22b7f044430d09d2be2fa6d05e.jpg,416,416,Picture-frame,88,81,323,321
8f23b79db38010b1_jpg.rf.a1753690050bb1fd055a9c2c0d8d74ce.jpg,416,416,Picture-frame,41,72,313,382
fd64ff4883bd0cc9_jpg.rf.a3c42c4edbcf464aee618e659cc13db7.jpg,416,416,Picture-frame,252,16,394,389
